ROAD_CLASS,DISTRICT,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,DIVISION
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D31
Major Arterial,North York,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,Major,South,Passenger Van,Going Ahead,Driving Properly,Normal,D32
Major Arterial,North York,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,15 to 19,Major,Unknown,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D32
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,Major,West,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Normal,D52
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D52
Minor Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,10 to 14,Major,North,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,D11
Minor Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,10 to 14,Minor,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D11
Minor Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,10 to 14,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D11
Minor Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D11
Major Arterial,North York,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,Major,East,"Automobile, Station Wagon",Turning Right,Improper Turn,Unknown,D53
Major Arterial,North York,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D53
Major Arterial,Toronto and East York,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Unattended Vehicle,Other,unknown,Major,East,"Automobile, Station Wagon",Parked,Driving Properly,Normal,D14
Major Arterial,Toronto and East York,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Unattended Vehicle,Motorcycle Driver,35 to 39,Fatal,West,Motorcycle,Going Ahead,Lost control,Unknown,D14
Major Arterial,Etobicoke York,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,Major,North,Pick Up Truck,Turning Left,Improper Turn,Inattentive,D12
Major Arterial,Etobicoke York,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,45 to 49,Major,South,Motorcycle,Going Ahead,Driving Properly,Normal,D12
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,Major,South,Pick Up Truck,Turning Left,Failed to Yield Right of Way,Inattentive,D55
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,40 to 44,Major,North,Bicycle,Going Ahead,Driving Properly,Normal,D55
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,15 to 19,Major,North,Bicycle,Going Ahead,Driving Properly,Normal,D41
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Motorcycle Driver,30 to 34,Minimal,West,Motorcycle,Going Ahead,Driving Properly,Normal,D41
Major Arterial,Scarborough,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Property Damage O,SMV Other,Driver,20 to 24,Major,South,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,D42
Major Arterial,Scarborough,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Property Damage O,SMV Other,Passenger,20 to 24,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Property Damage O,SMV Other,Passenger,25 to 29,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Property Damage O,SMV Other,Passenger,20 to 24,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D42
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,Major,East,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Normal,D23
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D23
Minor Arterial,Etobicoke York,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,50 to 54,Major,North,Delivery Van,Going Ahead,Lost control,Inattentive,D11
Minor Arterial,Etobicoke York,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,50 to 54,Major,North,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,D11
Minor Arterial,Etobicoke York,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,40 to 44,Major,North,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,D11
Local,North York,Non Intersection,No Control,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Driver,60 to 64,Major,South,"Truck - Closed (Blazer, etc)",Reversing,Other,Inattentive,D33
Local,North York,Non Intersection,No Control,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D33
Major Arterial,North York,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,65 to 69,Major,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D31
Major Arterial,North York,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,unknown,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D31
Major Arterial,North York,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D31
Minor Arterial,Toronto and East York,Non Intersection,No Control,Rain,"Daylight, artificial",Wet,Non-Fatal Injury,SMV Other,Motorcycle Driver,70 to 74,Major,West,Motorcycle,Changing Lanes,Lost control,Normal,D55
Major Arterial,Scarborough,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,50 to 54,Fatal,East,"Automobile, Station Wagon",Going Ahead,Lost control,Medical or Physical Disability,D42
Minor Arterial,Scarborough,At Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,Driver,55 to 59,Major,East,"Automobile, Station Wagon",Turning Left,Improper Turn,Inattentive,D43
Minor Arterial,Scarborough,At Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,Truck Driver,50 to 54,Major,East,"Truck - Closed (Blazer, etc)",Going Ahead,Driving Properly,Normal,D43
Major Arterial,Toronto and East York,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,Unknown,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D14
Major Arterial,Toronto and East York,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,70 to 74,Minimal,North,Passenger Van,Going Ahead,Lost control,Medical or Physical Disability,D14
Major Arterial,Toronto and East York,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,North,Bicycle,Going Ahead,Driving Properly,Normal,D14
Major Arterial,Toronto and East York,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,20 to 24,Major,North,"Truck - Closed (Blazer, etc)",Turning Right,Driving Properly,Normal,D14
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,55 to 59,Major,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive,D52
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,70 to 74,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D52
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,35 to 39,Major,South,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",D22
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,30 to 34,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D22
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,Major,West,"Automobile, Station Wagon",Turning Left,Improper Turn,Unknown,D11
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,45 to 49,Major,East,Bicycle,Going Ahead,Driving Properly,Normal,D11
Collector,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D51
Collector,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Truck Driver,60 to 64,Major,East,Truck (other),Turning Right,Failed to Yield Right of Way,Normal,D51
Expressway,North York,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,West,"Automobile, Station Wagon",Unknown,Driving Properly,Normal,D13
Expressway,North York,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Driver,25 to 29,Major,North,Delivery Van,Going Ahead,Driving Properly,Normal,D13
Major Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,70 to 74,Major,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,D43
Major Arterial,Scarborough,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,Major,East,Bicycle,Going Ahead,Driving Properly,Normal,D43
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,Major,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,D43
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D43
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,Minimal,South,Pick Up Truck,Turning Right,Failed to Yield Right of Way,Inattentive,D31
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D31
Major Arterial,Scarborough,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,70 to 74,Major,South,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,D42
Major Arterial,Scarborough,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D42
Major Arterial,Etobicoke York,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Truck Driver,25 to 29,Minimal,East,Truck - Open,Going Ahead,Lost control,Inattentive,D31
Major Arterial,Etobicoke York,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,Unknown,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D31
Major Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,Moped Driver,60 to 64,Major,West,Moped,Going Ahead,Lost control,Fatigue,D55
Collector,North York,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,90 to 94,Major,South,"Automobile, Station Wagon",Going Ahead,Lost control,Medical or Physical Disability,D33
Collector,North York,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,70 to 74,Minimal,North,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,D33
Minor Arterial,Toronto and East York,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown,D51
Minor Arterial,Toronto and East York,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,90 to 94,Major,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D51
Local,Etobicoke York,Intersection Related,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,Major,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown,D13
Local,Etobicoke York,Intersection Related,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,10 to 14,Major,Unknown,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D13
Local,Etobicoke York,Intersection Related,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,5 to 9,Minor,Unknown,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D13
Minor Arterial,Etobicoke York,At Intersection,No Control,Clear,Dusk,Dry,Fatal,Cyclist Collisions,Cyclist,55 to 59,Fatal,South,Bicycle,Going Ahead,Driving Properly,Normal,D22
Minor Arterial,Etobicoke York,At Intersection,No Control,Clear,Dusk,Dry,Fatal,Cyclist Collisions,Truck Driver,45 to 49,Major,South,Truck - Tank,Turning Right,Failed to Yield Right of Way,Inattentive,D22
Expressway,Toronto and East York,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Motorcycle Driver,30 to 34,Major,North,Motorcycle,Changing Lanes,Lost control,Normal,D55
Minor Arterial,Etobicoke York,At/Near Private Drive,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,Major,North,"Automobile, Station Wagon",Going Ahead,Improper Passing,"Ability Impaired, Alcohol",D11
Minor Arterial,Etobicoke York,At/Near Private Drive,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,Major,North,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,D11
Minor Arterial,Etobicoke York,At/Near Private Drive,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Other,unknown,Major,Unknown,"Automobile, Station Wagon",Parked,Driving Properly,Normal,D11
Major Arterial,Scarborough,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,Major,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Unknown,D41
Major Arterial,Scarborough,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D41
Minor Arterial,North York,At Intersection,Stop Sign,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,Major,East,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,D13
Minor Arterial,North York,At Intersection,Stop Sign,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D13
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Dusk,Dry,Fatal,Angle,Driver,55 to 59,Fatal,North,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Inattentive,D43
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Dusk,Dry,Fatal,Angle,Passenger,5 to 9,Minimal,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D43
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Dusk,Dry,Fatal,Angle,Driver,50 to 54,Minimal,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D43
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,25 to 29,Major,North,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Unknown,D12
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Other,unknown,Major,West,Pick Up Truck,Parked,Driving Properly,Normal,D12
Major Arterial,Etobicoke York,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,unknown,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D12
Major Arterial,North York,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,Major,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,D32
Major Arterial,North York,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,Unknown,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D32
Local,North York,At Intersection,Stop Sign,Rain,"Daylight, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,Cyclist,60 to 64,Minimal,South,Bicycle,Going Ahead,Driving Properly,Normal,D32
Local,North York,At Intersection,Stop Sign,Rain,"Daylight, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,Major,East,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,D32
Major Arterial,Scarborough,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,Major,South,Passenger Van,Turning Left,Failed to Yield Right of Way,Inattentive,D42
Major Arterial,Scarborough,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D42
Major Arterial,North York,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,Major,West,"Automobile, Station Wagon",Turning Left,Improper Turn,Inattentive,D42
Major Arterial,North York,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D42
Major Arterial,Toronto and East York,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,20 to 24,Fatal,South,Bicycle,Going Ahead,Driving Properly,Normal,D14
Major Arterial,Toronto and East York,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Driver,35 to 39,Major,South,Delivery Van,Going Ahead,Following too Close,Inattentive,D14
Major Arterial,Toronto and East York,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Driver,30 to 34,Major,North,"Automobile, Station Wagon",Going Ahead,Other,Inattentive,D14
Major Arterial,Scarborough,Non Intersection,No Control,Clear,"Dusk, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,35 to 39,Fatal,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,Non Intersection,No Control,Clear,"Dusk, artificial",Dry,Fatal,Pedestrian Collisions,Truck Driver,45 to 49,Major,North,"Truck - Closed (Blazer, etc)",Going Ahead,Driving Properly,Inattentive,D42
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,Major,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,D42
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,Major,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive,D43
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D43
Collector,Etobicoke York,Overpass or Bridge,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,unknown,Major,South,"Automobile, Station Wagon",Going Ahead,Lost control,Inattentive,D22
Collector,Etobicoke York,Overpass or Bridge,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,25 to 29,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D22
Major Arterial,Scarborough,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,Major,East,"Automobile, Station Wagon",Merging,Failed to Yield Right of Way,Inattentive,D43
Major Arterial,Scarborough,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,South,Bicycle,Going Ahead,Driving Properly,Normal,D43
Minor Arterial,Etobicoke York,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,25 to 29,Fatal,North,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,D23
Major Arterial,North York,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,35 to 39,Major,South,"Automobile, Station Wagon",Going Ahead,Lost control,Inattentive,D53
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,Major,South,Pick Up Truck,Turning Left,Failed to Yield Right of Way,Normal,D22
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,80 to 84,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,70 to 74,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,5 to 9,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,35 to 39,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D22
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Driver,15 to 19,Major,West,"Automobile, Station Wagon",Turning Right,Lost control,Normal,D43
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D43
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Truck Driver,50 to 54,Major,South,Truck-Tractor,Turning Right,Failed to Yield Right of Way,Normal,D41
Major Arterial,Scarborough,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D41
Minor Arterial,Scarborough,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,Unknown,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D41
Minor Arterial,Scarborough,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,20 to 24,Major,West,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Inattentive,D41
Major Arterial,Toronto and East York,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,Major,South,"Automobile, Station Wagon",Changing Lanes,Lost control,Normal,D55
Major Arterial,Toronto and East York,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D55
Major Arterial,North York,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,45 to 49,Major,West,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,D33
Major Arterial,North York,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D33
Major Arterial,North York,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Passenger,20 to 24,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D33
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Driver,15 to 19,Major,North,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,"Ability Impaired, Alcohol Over .08",D22
